DATAFLOW;LAST UPDATE;freq;unit;operator;procstat;geo;TIME_PERIOD;OBS_VALUE
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Romania;2017;17
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Estonia;2018;16
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Estonia;2019;16
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Greece;2013;16
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Cyprus;2020;16
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Estonia;2015;16
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Hungary;2014;16
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Bulgaria;2013;16
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Croatia;2019;16
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registration withdrawn during year;Montenegro;2016;16
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Czechia;2016;16
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Czechia;2021;16
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Norway;2016;16
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Finland;2017;15
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Romania;2019;15
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Sweden;2020;15
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Cyprus;2017;15
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Hungary;2013;15
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Portugal;2016;15
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Croatia;2017;15
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;North Macedonia;2013;15
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;North Macedonia;2015;15
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;North Macedonia;2017;15
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Czechia;2020;15
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Denmark;2013;15
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Lithuania;2013;15
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Norway;2015;15
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Austria;2017;14
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Sweden;2017;14
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Austria;2013;14
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Cyprus;2019;14
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Greece;2015;14
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Croatia;2018;14
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Malta;2018;14
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Malta;2019;14
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Slovenia;2016;14
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Austria;2018;14
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Malta;2016;14
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Austria;2016;14
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Lithuania;2021;14
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Romania;2018;14
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;United Kingdom;2018;14
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Finland;2015;13
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Sweden;2018;13
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;New registered during year;Czechia;2020;13
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Bulgaria;2016;13
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Luxembourg;2022;13
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Malta;2016;13
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Slovakia;2014;13
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Slovakia;2016;13
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Slovakia;2014;13
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Czechia;2016;13
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;North Macedonia;2016;13
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Malta;2017;13
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Lithuania;2017;13
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Lithuania;2018;13
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Lithuania;2022;13
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Bulgaria;2014;12
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Croatia;2014;12
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Croatia;2021;12
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Lithuania;2017;12
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Malta;2015;12
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Malta;2017;12
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Slovenia;2015;12
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Croatia;2018;12
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Slovakia;2014;12
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Lithuania;2014;12
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Lithuania;2019;12
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Lithuania;2020;12
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Norway;2013;12
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Finland;2016;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Romania;2018;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Croatia;2022;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Lithuania;2016;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Lithuania;2018;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Malta;2013;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Malta;2014;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Slovenia;2014;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Slovakia;2015;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Bulgaria;2015;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Bulgaria;2020;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Croatia;2015;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Austria;2017;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Austria;2019;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Czechia;2014;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Montenegro;2019;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;North Macedonia;2014;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Luxembourg;2014;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Latvia;2017;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;North Macedonia;2015;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Croatia;2014;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Latvia;2013;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;North Macedonia;2016;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Malta;2015;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Greece;2019;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Greece;2021;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Lithuania;2016;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Poland;2020;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Portugal;2018;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Romania;2019;11
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Austria;2015;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Austria;2016;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Bulgaria;2013;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Estonia;2017;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Sweden;2016;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registration withdrawn during year;Austria;2018;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Estonia;2013;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Ireland;2014;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Latvia;2015;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Latvia;2017;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Portugal;2015;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Croatia;2019;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Malta;2013;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Malta;2014;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Greece;2020;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Lithuania;2015;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Poland;2021;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;United Kingdom;2013;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;United Kingdom;2014;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;New registered during year;Ireland;2017;10
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Austria;2014;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Bulgaria;2015;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Bulgaria;2016;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;North Macedonia;2020;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Estonia;2014;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Latvia;2016;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Romania;2017;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Slovenia;2013;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;New registered during year;Malta;2013;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Bulgaria;2018;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Croatia;2017;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Malta;2014;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Latvia;2019;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Agricultural producers;Registered at the end of the year;Malta;2013;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Greece;2017;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Greece;2018;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Netherlands;2018;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Norway;2014;9
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Norway;2021;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;Serbia;2016;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registration withdrawn during year;Czechia;2014;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Bulgaria;2015;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Lithuania;2015;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Luxembourg;2018;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;Luxembourg;2021;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registered at the end of the year;North Macedonia;2021;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Croatia;2016;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Malta;2015;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Malta;2020;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registered at the end of the year;Malta;2021;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;New registered during year;Montenegro;2020;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Latvia;2015;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Processors;Registration withdrawn during year;Latvia;2017;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Portugal;2020;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Portugal;2022;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;Registered at the end of the year;Slovenia;2017;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Aquaculture producers;New registered during year;Austria;2017;8
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;Registered at the end of the year;North Macedonia;2019;7
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;New registered during year;Austria;2017;7
EUROSTAT;05.02.2024 11:00;Annual;Number;Exporters;New registered during year;Bulgaria;2020;7
